Facil,Fechada,Planejamento,Selecione a alternativa que descreve as estratégias do nível funcional. ,"Pesquisa e Desenvolvimento, Fabricação, Marketing, Vendas e Finanças.","Distribuição, Vendas, Fabricação, Marketing e Finanças.","Pesquisa e desenvolvimento, Fabricação, Faturamento, Marketing e Vendas.","Fabricação, Desenvolvimento, Marketing, Vendas e Finanças."
Dificil,Fechada,Organizacao,Qual das seguintes afirmações melhor representa a integração bem-sucedida do aprendizado nas práticas organizacionais?,Criação de uma cultura organizacional que valoriza a aprendizagem contínua e a adaptação às mudanças do ambiente externo.,"Implementação de um programa de treinamento padronizado para todos os funcionários, independentemente de suas funções.",Fornecimento de incentivos financeiros substanciais para aqueles que demonstram habilidades de aprendizagem excepcionais.,Estabelecimento de metas de aprendizagem individuais sem considerar as necessidades e objetivos da organização como um todo.
Medio,Fechada,Organizacao,Quantos funcionários um administrador consegue gerenciar de maneira eficaz e eficiente? ,Nenhuma das alternativas,20 funcionários ,30 funcionários ,50 funcionários 
Medio,Fechada,Organizacao,"As tarefas são divididas em uma série de etapas, cada uma completada por um indivíduo em separado...” está frase retirada do texto refere a qual elemento de estrutura? ",Especialização do Trabalho,Cadeia de Comando,Amplitude de Controle,Autoridade e Responsabilidade
Dificil,Fechada,Organizacao,"Na departamentalização de uma organização, diversos critérios podem ser usados para agrupar funções e tarefas. Um desses critérios é a departamentalização por ""Cliente"". Com base no conceito geral de departamentalização, descreva como a departamentalização por cliente pode beneficiar ou dificultar a organização e mencione um exemplo de uma situação em que a departamentalização por cliente seria apropriada.","A departamentalização por cliente pode beneficiar a organização, pois permite que a empresa se concentre nas necessidades específicas de diferentes grupos de clientes, melhorando a satisfação do cliente. Por exemplo, uma empresa de consultoria de marketing pode ter departamentos separados para atender a clientes B2B e B2C.","A departamentalização por cliente pode dificultar a organização, pois cria uma estrutura complexa e custosa com muitos níveis de hierarquia. Isso pode levar a problemas de coordenação e comunicação. Por exemplo, uma organização de varejo com departamentos separados para diferentes grupos de clientes pode enfrentar dificuldades na gestão de estoques."," A departamentalização por cliente é irrelevante para a organização, pois a estrutura organizacional deve se concentrar em funções e processos, não em grupos de clientes específicos.","A departamentalização por cliente é benéfica apenas para empresas de serviços, não sendo aplicável a empresas de manufatura."
Facil,Fechada,Organizacao,"Qual é a definição de ""cadeia de comando"" de acordo com os princípios apresentados no livro?","A cadeia de comando é a linha de autoridade que se estende desde o nível mais alto de uma organização até os níveis mais baixos, indicando quem responde a quem.",A cadeia de comando refere-se ao processo de comunicação informal entre os funcionários de diferentes níveis hierárquicos na organização.,A cadeia de comando é um modelo organizacional que enfatiza a descentralização de autoridade para permitir maior flexibilidade.,A cadeia de comando se refere à prática de centralizar todas as decisões de negócios nas mãos da alta administração.
Facil,Fechada,Liderança,"Existem 6 particulariedades, onde elas diferenciam os líderes dos não-lideres, escolha a alternativa correta:","Impulso, Desejo de Liderar, Honestidade, Autoconfiança, Inteligência e Conhecimento do Cargo.","Impulso, Sensibilidade Ambiental, Honestidade, Autoconfiança, Inteligência e Conhecimento do Cargo."," Tranquilo, Tímido, Imparcial, Agir Sozinho, Não Conversar e Ter Pouca Experiência.","Tranquilo, Desejo de Liderar, Honestidade, Autoconfiança, Inteligência e Conhecimento do Cargo."
Medio,Verdadeiro e Falso,Liderança,"""A liderança visionária é a capacidade de conceber e comunicar uma visão convincente e factível do futuro, que se origina no presente e o aprimora."" Essa afirmação sobre liderança visiónaria é verdadeira ou falsa?",Verdadeiro,Falso,,
Facil,Verdadeiro e Falso,Controle,"Os 3 tipos de controle são: de Funcionários, de Gestão e de Lucro",Falso,Verdadeiro,,
Medio,Fechada,Controle,Como um Empreendedor pode reconhecer uma recaída empresarial?,"Fluxo de caixa inadequado, Número excessivo de funcionários, procedimentos administrativos desnecessários, tolerância da incompetência no trabalho, falta de uma missão, e comunicação ineficaz.","Fluxo de caixa inadequado, Número excessivo de funcionários, procedimentos administrativos desnecessariamente complexos, não tolerância da incompetência no trabalho, falta de uma missão e comunicação eficaz.","Fluxo de caixa inexistente, Número insuficiente de funcionários, procedimentos administrativos desnecessarios, celebração da competência no trabalho, falta de uma missão, e comunicação ineficaz","Fluxo de travesseiro inexistente, Número insuficiente de abacaxis, procedimentos administrativos invisíveis, celebração da mediocridade no circo, ausência de uma missão interplanetária, e comunicação via tambores de água."
Medio,Fechada,Liderança,"Qual dos seguintes aspectos contemporâneos da liderança, de acordo com Robbins e Decenzo, enfatiza a importância de líderes serem inclusivos, diversificados e sensíveis às necessidades de diferentes grupos dentro da organização?",Liderança transformacional,Liderança autocrática,Liderança carismática, Liderança transacional
Medio,Fechada,Liderança,"Qual dos seguintes cenários melhor exemplifica a confiança baseada na identificação, um dos três tipos de confiança discutidos por Robbins e Decenzo?","Dois colegas de trabalho têm valores e objetivos pessoais muito semelhantes, o que fortalece a confiança entre eles.",Um gerente confia em seu novo funcionário porque este concluiu um curso de treinamento extensivo fornecido pela empresa.,Um funcionário mantém sua lealdade à empresa e evita expressar opiniões discordantes para evitar conflitos com seu superior.,Um supervisor confia em um membro da equipe porque ele possui um histórico sólido de desempenho consistente.
Facil,Fechada,Liderança,Quais as cinco dimesões da confiança?,"Integridade, Competência, Consistência, Lealdade, Abertura","Segurança, Competência, Confiança, Lealdade, Liderança","Competência, Lideraça, Consistência, Lealdade, Abertura","Integridade, hierarquia, Consistência, Privacidade, Abertura"
Dificil,Fechada,Liderança,Qual é a diferença fundamental entre líderes transformacionais e líderes transacionais na teoria da liderança?,"A diferença fundamental é que líderes transformacionais inspiram os seguidores a transcender seus próprios interesses para o bem da organização, enquanto líderes transacionais motivam os seguidores na direção das metas estabelecidas por meio de trocas e recompensas.","Os líderes transformacionais são aqueles que se concentram exclusivamente em recompensas tangíveis, como salários e benefícios, enquanto os líderes transacionais são altamente carismáticos.",Líderes transformacionais não se preocupam com as necessidades individuais dos seguidores e mantêm um estilo de liderança autoritário.,"A liderança transformacional é uma abordagem mais antiga e menos eficaz em comparação com a liderança transacional, que é mais atual e relevante para as organizações modernas."
Facil,Verdadeiro e Falso,Controle,"Os tre tipos de controle são: Mercado, Burcráico, Clã",Verdadeiro,Falso,,
Dificil,Fechada,Controle,Qual é a diferença entre ação corretiva imediata e ação corretiva básica no contexto de gestão de qualidade?,"A ação corretiva imediata é geralmente implementada sem uma investigação completa, enquanto a ação corretiva básica segue uma análise completa para identificar a raiz do problema.","A ação corretiva imediata é uma resposta imediata a problemas críticos que exigem uma solução rápida para evitar danos imediatos, enquanto a ação corretiva básica é uma abordagem mais abrangente que lida com problemas de forma geral.","A ação corretiva imediata envolve uma análise aprofundada de causas subjacentes, enquanto a ação corretiva básica lida apenas com sintomas visíveis.","A ação corretiva imediata é direcionada para problemas críticos e de alta prioridade, enquanto a ação corretiva básica aborda questões de menor importância e menos urgentes."
Facil,Fechada,Liderança,"No contexto do Modelo de Liderança de Fiedler, qual é um dos fatores fundamentais para determinar o estilo de liderança apropriado?",A relação líder-membro.,A experiência do líder na área.,O tamanho da equipe de trabalho.,O nível de autoridade concedido aos subordinados.
Dificil,Fechada,Liderança,"De acordo com o livro ""Fundamentos de Administração"" de Robbins e Decenzo, como a inteligência emocional afeta a liderança? Qual das seguintes afirmações é verdadeira em relação a esse conceito?","A inteligência emocional é essencial para a liderança eficaz, pois permite aos líderes compreender e gerenciar suas próprias emoções e as emoções dos outros, promovendo relacionamentos interpessoais saudáveis e tomando decisões melhores.","Líderes com alta inteligência emocional geralmente têm menor empatia e compreensão emocional, o que os torna líderes mais eficazes.",A inteligência emocional não tem influência significativa na liderança; o sucesso do líder depende exclusivamente de suas habilidades técnicas e de gestão.,"A inteligência emocional é uma característica fixa e inalterável, e os líderes não podem desenvolvê-la ou aprimorá-la ao longo do tempo."
Facil,Fechada,Controle,Como é usado o controle simultâneo em organizações?,"O controle simultâneo envolve o monitoramento contínuo das atividades e resultados durante a execução de um projeto ou processo, a fim de tomar medidas corretivas imediatas, se necessário.",O controle simultâneo é usado apenas por funcionários de níveis mais baixos para monitorar as atividades de seus superiores.,O controle simultâneo é uma técnica que só pode ser aplicada durante a fase de planejamento de um projeto ou processo.,O controle simultâneo é usado exclusivamente para avaliar o desempenho dos funcionários no final de um período de avaliação.
Dificil,Fechada,Controle,Quais são alguns dos fatores que podem afetar o processo de controle em uma organização?,"Tanto fatores internos quanto externos, como a cultura organizacional, a incerteza ambiental, os sistemas de informações gerenciais e as mudanças tecnológicas, podem afetar o processo de controle.","Somente fatores internos, como a estrutura organizacional e a cultura corporativa, afetam o controle.","Apenas fatores externos, como mudanças econômicas e regulamentações governamentais, afetam o controle.",Os fatores que afetam o controle são os mesmos para todas as organizações e não variam.
Facil,Verdadeiro e Falso,Liderança,A liderença carismatica é uma complementação da teoria de atribuição. Essa afrimação é:,Verdadeiro,Falso,,
Medio,Verdadeiro e Falso,Liderança,"De acordo com Robbins e Decenzo, o modelo de Fiedler enfatiza a importância de um único estilo de liderança em todas as situações organizacionais.",Falso,Verdadeiro,,
Medio,Verdadeiro e Falso,Controle,"O Controle Preventivo de alimentação de fluxo é uma abordagem que se concentra principalmente em corrigir problemas após sua ocorrência, em vez de evitá-los antecipadamente.",Falso,Verdadeiro,,
Medio,Verdadeiro e Falso,Controle,O controle disfuncional é sempre prejudicial para uma organização?,Falso,Verdadeiro,,
Facil,Fechada,Controle,Esse tipo de controle é bastante comum entre os tipos de controle sendo efetuado só apos a ação. Qual desses tipos ele seria?,Controle Avaliativo,Controle Simultâneo,Controle Preventivo de Alimentação de fluxo,Controle de Mercado
Facil,Fechada,Área Funcionais da Organização,Qual ou quais organizações finaceiras a seguir tomam decisões finaceiras? ,Todas as respostas,Pública,Privada,Sem fins lucrativos
Facil,Verdadeiro e Falso,Área Funcionais da Organização,"A lei IFRS tenta trazer o objetivo de  harmonizar as demonstrações financeiras elaboradas pelas empresas,
com princípios como clareza, comparabilidade e valor justo. Essa afrimação estão correta?",Verdadeiro,Falso,,
Medio,Fechada,Área Funcionais da Organização,"O Brasil em 13 de maio de 1888 aprovou a Lei Áurea, onde abolia a escravidão no país. Porém sabemos que o universo do trabalho no Brasil é muito amplo, desigual e complexo. De acordo com que foi dito, qual das seguintes afirmações está correta?","No Brasil, existem situações de trabalho que se assemelham à escravidão.","No Brasil, de acordo com a Lei Áurea, não existem situações de trabalho que se assemelham à escravidão.","No Brasil, todas as situações de trabalho são similares à escravidão.",Todas as empresas no Brasil são multinacionais.
Dificil,Fechada,Área Funcionais da Organização,"Qual foi uma das transformações na concepção de eficiência na produção ao longo do tempo, de acordo com o especialista Hugo T. Yoshida Yoshizaki?","Minimizar desperdícios, reduzir produtos defeituosos, estabelecer bons relacionamentos com fornecedores (integração horizontal) e reduzir estoques.","Produzir o maior número de produtos no menor tempo e custo possível, com produtos altamente padronizados.","Integrar verticalmente todo o processo de produção, desde a matéria-prima até a entrega do produto ao cliente.","Priorizar a criação de produtos que utilizem adequadamente a água, tenham baixa emissão de carbono e sejam recicláveis ou compensatórios aos danos ambientais."
Facil,Fechada,Área Funcionais da Organização,"Qual é uma característica da administração multifuncional de cúpula?
","Tem uma visão integrada da organização e do seu ambiente externo, coordenando e balanceando as demais funções.","É especializada em áreas específicas da empresa, focando em conhecimentos gerais.",Está presente nos níveis hierárquicos mais baixos da organização.,Enfoca cada área de trabalho com atribuições mais especializadas.
Medio,Fechada,Planejamento,Quais são os 3 niveis de estratégia da administração?,"Estratégia Corporate, Estratégia de Negócios e Estratégia Funcional.","Estratégia Financeira, Estratégia de Negócios e Estratégia de Controle","Estratégia de Gestão, Estratégia de Negócios e Estratégia Empresarial.","Estratégia de Funcionários, Estratégia de Produtos e Estratégia Logística."
Dificil,Verdadeiro e Falso,Planejamento,"""Uma terra comprada por uma grande companhia agrícola pode se tornar tão valiosa que a empresa passe a considerar a possibilidade de fundar ou adquirir uma divisão de empreendimentos imobiliários."" A afirmação estão ligada ao passo 5 (Identificação de Oportunidades Estratégicas e Ameças) do porcesso formal de planejamento?",Verdadeiro,Falso,,
Dificil,Verdadeiro e Falso,Planejamento,"Você acredita que, segundo as críticas à matriz BCG, aproximadamente 60% a 70% das unidades de negócios são classificadas como ""cachorros"", levando os gestores a negligenciar suas reais perspectivas e oportunidades? ",Verdadeiro,Falso,,
Facil,Verdadeiro e Falso,Liderança,"Quando dizemos que há pessoas ""Lideres"", queremos nos referir àqueles capazes de comandar os outros e que possem um laço amigável gerencial.",Falso,Verdadeiro,,
Dificil,Fechada,Controle,Quais tipos de fatores de contigência que afetarão o modelo do sistema de controle de uma organiização?,"Tamanho da Organização, Posição e Nível, Grau de Descentralização, Cultura Organizacional, Importância de uma Atividade.","Tamanho da Organização, Posição e Nível, Grau de Descentralização, Cultura Organizacional, Sistema de Controle.","Tamanho da Organização, Posição e Nível, Grau de Descentralização, Importância ao Meio Ambiente, Importância de uma Atividade.","Tamanho da Organização, Posição e Nível, Grau de Descentralização, Controle de Funciónarios, Importância de uma Atividade."
Medio,Fechada,Área Funcionais da Organização,"Qual é o conjunto de quatro componentes definido por Jerome McCarthy em 1960, também conhecido como ""quatro Ps"" do marketing?","Produto, preço, praça e promoção.","Transação, relacionamento, valor e comunicação.","Deseconomia externa, externalidade negativa, produto e promoção.","Mix de marketing, composto mercadológico, valor e transação."
Facil,Fechada,Área Funcionais da Organização,"Em um contexto empresarial que exige equilíbrio entre diversas áreas, qual é o principal motivo para a necessidade de alinhamento entre os departamentos de uma organização?","Evitar que cada área atue isoladamente, sem considerar os objetivos globais.",Aumentar a competição entre os departamentos.,Reduzir a comunicação entre as diferentes áreas.,Diminuir a produtividade por meio da independência dos setores.
Dificil,Fechada,Organizacao,"
Qual dos seguintes não é um dos seis elementos básicos da estrutura organizacional?",Equifinalidade,Equidade,Sinergia,Coordenação
Dificil,Fechada,Liderança,As pesquisas falharam em identificar um conjunto consistente de traços que diferenciam efetivamente os líderes dos não-líderes.,"A pesquisa de rua confirmou a validade das teorias dos traços de liderança, mostrando associações consistentes entre liderança e características específicas.","Líderes como Meg Whitman apresentam características completamente diferentes, sugerindo a ineficácia das teorias dos traços de liderança.","A pesquisa de rua confirmou a validade das teorias dos traços de liderança, mostrando associações consistentes entre liderança e características específicas.","A busca por características de liderança foi bem-sucedida, identificando um conjunto único de traços aplicáveis a todos os líderes eficazes."
Dificil,Verdadeiro e Falso,Controle,"""A ação corretiva imediata é sempre a abordagem preferível para resolver problemas de desempenho, mesmo que seja mais eficaz realizar ações corretivas básicas para corrigir permanentemente as variações entre o padrão e o desempenho real."" O trecho acima é verdadeiro ou falso?",Falso,Verdadeiro,,
Facil,Verdadeiro e Falso,Área Funcionais da Organização,"Verdadeiro ou falso: O marketing é exclusivamente responsável por vendas e promoções de produtos, não desempenhando papel significativo na construção de relacionamentos de longo prazo com os clientes.",Falso,Verdadeiro,,
Dificil,Fechada,Área Funcionais da Organização,"Em uma estratégia de marketing integrado, qual seria o papel específico do marketing de relacionamento em comparação com o marketing transacional, considerando a fidelização do cliente?","O marketing de relacionamento concentra-se em construir relacionamentos duradouros, enquanto o marketing transacional busca maximizar as vendas em transações isoladas.","O marketing de relacionamento busca transações únicas, enquanto o marketing transacional visa construir relacionamentos a longo prazo.","Ambos os tipos de marketing têm o mesmo objetivo na fidelização do cliente, mas utilizam abordagens diferentes.",Não há diferença significativa entre o marketing de relacionamento e o marketing transacional no que diz respeito à fidelização do cliente.
Dificil,Fechada,Área Funcionais da Organização,"Qual é o papel da função financeira em relação às decisões de investimento e financiamento, de acordo com o texto fornecido?","A função financeira desempenha um papel importante tanto na criação de alternativas de investimento quanto na definição da metodologia de financiamento, incluindo a relação com investidores e a divulgação de informações ao mercado de capitais","A função financeira deve apenas criar alternativas de investimento, enquanto as decisões de financiamento são responsabilidade exclusiva dos acionistas.","A função financeira é responsável por avaliar as alternativas de investimento e definir a metodologia de financiamento, mas não tem papel na divulgação de informações ao mercado de capitais.","As decisões de investimento são exclusivamente tomadas pelos acionistas, enquanto a função financeira concentra-se apenas nas decisões de financiamento."
Medio,Fechada,Planejamento,"Qual é o principal objetivo do planejamento estratégico, conforme abordado no livro ""Administração"" de Stoner e Freeman","Fornecer orientação e direção para a organização, ajudando-a a atingir seus objetivos de longo prazo.",Estabelecer metas de curto prazo para melhorar a eficiência operacional da empresa.,"Fornecer orientação e direção para a organização, ajudando-a a atingir seus objetivos de longo prazo.",Implementar procedimentos para lidar com problemas imediatos e desafios do dia a dia.
Facil,Fechada,Gerentes e Administracao,Quais são as três características fundamentais que toda organização compartilha?,"Propósito, Estrutura e Processos.","Comportamento Humano, Tomada de Decisões e Tecnologia.

","Objetivos, Comunicação e Recursos Humanos.","Estruturação, Competição e Inovação."
Facil,Fechada,Controle,Qual é a função do controle nas organizações?,Monitorar e avaliar o desempenho organizacional em relação aos objetivos estabelecidos.,Estabelecer políticas e procedimentos para a tomada de decisões estratégicas.,Criar estratégias para ganhar vantagem competitiva no mercado.,Gerenciar eficientemente os recursos humanos por meio de liderança e supervisão.
Medio,Fechada,Área Funcionais da Organização,Qual é a principal diferença entre administração de cúpula (multifuncional) e administração funcional?,"A administração de cúpula abrange conhecimentos gerais de todas as áreas da empresa, enquanto a administração funcional se especializa em uma única função.","A administração de cúpula exige expertises mais profundas em diversas áreas, enquanto a administração funcional tem uma visão integrada da organização.","A administração funcional coordena e balanceia as demais funções, enquanto a administração de cúpula se concentra em decisões específicas de cada área.","A administração funcional está presente nos níveis hierárquicos mais altos, enquanto a administração de cúpula se concentra nos níveis hierárquicos mais baixos."
Medio,Fechada,Área Funcionais da Organização,Marque a alternativa que corresponde aos dois pilares do Marketing.,"Um pilar de valor e um pilar de transação e relacio-
namento.",Um pilar de compra e um pilar de venda,Um pilar de relacionamento e um pilar de estrategia,Um pilar de valor  e um pilar de venda
Medio,Fechada,Área Funcionais da Organização,Qual foi o objetivo da criação da área de gestão de pessoas?,"Reduzir os custos da empresa, tendo em vista os funcionarios como fator principal de produção buscando extrair o maximo de produtividade",Criar uma conexão entre funcionario e empresa de forma mais informal.,A empresa controlar salario de funcionarios,Ter um setor que controla os funcionarios afim de reduzir conflitos no ambiente de trabalho
Medio,Verdadeiro e Falso,Controle,"Sabemos que se tem diversos fatores que diminuem a eficacia de controle, seriacorreto afirmar que uma empresa pode variar o controle de acordo com seu tamanho empresarial? ",Verdadeiro,Falso,,
Facil,Fechada,Liderança,Marque a alternativa que corresponde as cinco dimensões da confiança.,"honestidade, competencia, consistencia, lealdade e abertura.","competencia, responsabilidade, autoridade, abertura e confiança","abertura, honestidade, fidelidade, lealdade, responsavel.","inteligencia, competitividade, cooperação, honestidade e consistencia"
Medio,Fechada,Liderança,"De acordo com os conceitos de Robbins e Decenzo sobre liderança, qual é o impacto positivo da liderança em uma organização?",A melhoria na eficiência e no desempenho.,A redução da comunicação entre os membros da equipe.,O aumento de conflitos internos.,A promoção de desorganização.
Facil,Fechada,Organizacao,Assinale a alternativa que corresponde uma caracteristica de uma organização organica,poucas regras,tarefas fixas,muitas regras,estruturas mais altas
Facil,Fechada,Liderança,O que seria liderança visionaria?,criar e articular uma visão realista e atraente do futuro,Impor pensamentos sobre a organização de forma arbitraria ,monopolizar todos os serviços e funções da empresa apenas para si proprio,definir metas apenas a curto prazo
Medio,Verdadeiro e Falso,Controle,"""Uma abordagem para projetar sistemas de controles, em que o comportamento dos funcionarios e regulado pelos valores compartilhando"" Esse trecho descreve o controle burocratico?",Falso,Verdadeiro,,
